image_file,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18
011.bmp,0.39638242894056847,0.43333333333333335,0.7116279069767442,0.4,0.6470284237726098,0.49833333333333335,0.30749354005167956,0.505,0.7421188630490956,0.6529166666666667,0.668733850129199,0.755,0.6558139534883721,0.8225,0.6191214470284238,0.8479166666666667,0.6428940568475452,0.8408333333333333,0.3788113695090439,0.675,0.7188630490956073,0.7083333333333334,0.7322997416020672,0.6908333333333333,0.8025839793281654,0.6654166666666667,0.778811369509044,0.7579166666666667,0.7736434108527132,0.6075,0.6790697674418604,0.8529166666666667,0.5012919896640827,0.5829166666666666,0.7095607235142118,0.58875,0.35917312661498707,0.5391666666666667
012.bmp,0.4449612403100775,0.43625,0.7865633074935401,0.395,0.7069767441860465,0.5095833333333334,0.32919896640826873,0.53375,0.7813953488372093,0.65,0.8258397932816538,0.7941666666666667,0.8372093023255814,0.8654166666666666,0.8170542635658915,0.89,0.8289405684754522,0.87875,0.462015503875969,0.7725,0.8351421188630491,0.7245833333333334,0.814470284237726,0.7245833333333334,0.8785529715762274,0.67625,0.9028423772609819,0.7579166666666667,0.8335917312661498,0.6245833333333334,0.8749354005167959,0.9008333333333334,0.5488372093023256,0.6154166666666666,0.7850129198966408,0.60375,0.3772609819121447,0.5683333333333334
013.bmp,0.3891472868217054,0.4320833333333333,0.696640826873385,0.4241666666666667,0.6051679586563308,0.5316666666666666,0.2718346253229974,0.49666666666666665,0.6496124031007752,0.6433333333333333,0.6604651162790698,0.7741666666666667,0.6604651162790698,0.8091666666666667,0.6377260981912145,0.8341666666666666,0.6532299741602067,0.825,0.34315245478036177,0.6858333333333333,0.6754521963824289,0.70625,0.6635658914728683,0.71375,0.7312661498708011,0.6904166666666667,0.7364341085271318,0.74375,0.7147286821705426,0.6441666666666667,0.7007751937984497,0.8520833333333333,0.4640826873385013,0.59375,0.6713178294573643,0.6279166666666667,0.3116279069767442,0.5195833333333333
014.bmp,0.38449612403100775,0.43666666666666665,0.6976744186046512,0.41458333333333336,0.6217054263565891,0.5145833333333333,0.2961240310077519,0.5045833333333334,0.6811369509043927,0.6441666666666667,0.6490956072351421,0.7791666666666667,0.6434108527131783,0.8408333333333333,0.6191214470284238,0.8608333333333333,0.635142118863049,0.8545833333333334,0.3550387596899225,0.68875,0.6873385012919897,0.7141666666666666,0.6945736434108527,0.7145833333333333,0.772093023255814,0.68,0.7338501291989664,0.7820833333333334,0.751937984496124,0.6291666666666667,0.6780361757105943,0.8770833333333333,0.4666666666666667,0.5954166666666667,0.6997416020671835,0.6058333333333333,0.33488372093023255,0.5395833333333333
015.bmp,0.3834625322997416,0.4525,0.6821705426356589,0.40791666666666665,0.6511627906976745,0.5191666666666667,0.2780361757105943,0.52125,0.7193798449612403,0.6554166666666666,0.6863049095607235,0.7933333333333333,0.6677002583979328,0.8491666666666666,0.6434108527131783,0.8766666666666667,0.6594315245478036,0.86625,0.3731266149870801,0.7375,0.7281653746770026,0.7254166666666667,0.7307493540051679,0.7233333333333334,0.7819121447028424,0.7041666666666667,0.7715762273901808,0.7875,0.7617571059431525,0.6433333333333333,0.7059431524547803,0.8958333333333334,0.4842377260981912,0.6091666666666666,0.6992248062015504,0.6079166666666667,0.324031007751938,0.5320833333333334
016.bmp,0.45271317829457364,0.41541666666666666,0.7705426356589147,0.3570833333333333,0.6919896640826874,0.48125,0.3426356589147287,0.5045833333333334,0.7865633074935401,0.6229166666666667,0.7534883720930232,0.7529166666666667,0.7416020671834626,0.815,0.7198966408268734,0.8345833333333333,0.7343669250645994,0.82875,0.4470284237726098,0.7366666666666667,0.8025839793281654,0.6791666666666667,0.8155038759689922,0.6825,0.8578811369509044,0.6366666666666667,0.8501291989664083,0.7354166666666667,0.820671834625323,0.5804166666666667,0.772609819121447,0.8408333333333333,0.5405684754521963,0.5733333333333334,0.778811369509044,0.5616666666666666,0.3731266149870801,0.5525
017.bmp,0.4165374677002584,0.42833333333333334,0.7152454780361757,0.405,0.6501291989664083,0.5075,0.3054263565891473,0.505,0.7266149870801034,0.6579166666666667,0.744702842377261,0.7908333333333334,0.7291989664082688,0.86125,0.7018087855297158,0.8908333333333334,0.7178294573643411,0.8791666666666667,0.3627906976744186,0.7470833333333333,0.7664082687338502,0.7216666666666667,0.7462532299741602,0.7329166666666667,0.8227390180878553,0.6970833333333334,0.834625322997416,0.785,0.7906976744186046,0.6441666666666667,0.7602067183462532,0.89,0.4930232558139535,0.6029166666666667,0.7059431524547803,0.6266666666666667,0.33540051679586563,0.5254166666666666
018.bmp,0.4315245478036176,0.465,0.7271317829457364,0.4320833333333333,0.6759689922480621,0.5395833333333333,0.3209302325581395,0.5341666666666667,0.7116279069767442,0.6579166666666667,0.6718346253229974,0.7829166666666667,0.6454780361757106,0.8308333333333333,0.6170542635658914,0.845,0.6335917312661499,0.84125,0.3669250645994832,0.7241666666666666,0.7214470284237726,0.7333333333333333,0.7395348837209302,0.7508333333333334,0.7963824289405684,0.7195833333333334,0.7679586563307493,0.7733333333333333,0.7767441860465116,0.66125,0.689405684754522,0.8604166666666667,0.5100775193798449,0.6241666666666666,0.724031007751938,0.63625,0.3571059431524548,0.57375
019.bmp,0.4015503875968992,0.445,0.6987080103359173,0.3975,0.6403100775193798,0.52,0.30801033591731264,0.5283333333333333,0.6868217054263566,0.6204166666666666,0.6759689922480621,0.75,0.6806201550387597,0.7804166666666666,0.6661498708010336,0.8054166666666667,0.6754521963824289,0.7941666666666667,0.38036175710594317,0.72375,0.6785529715762274,0.66875,0.716795865633075,0.6979166666666666,0.7834625322997416,0.6629166666666667,0.7596899224806202,0.72,0.7633074935400517,0.61625,0.7214470284237726,0.81625,0.4971576227390181,0.5995833333333334,0.7131782945736435,0.5916666666666667,0.34935400516795867,0.5720833333333334
020.bmp,0.3948320413436692,0.46708333333333335,0.689405684754522,0.4270833333333333,0.6403100775193798,0.5283333333333333,0.2935400516795866,0.5366666666666666,0.6883720930232559,0.6504166666666666,0.6832041343669251,0.7741666666666667,0.6785529715762274,0.8233333333333334,0.6475452196382429,0.84875,0.6692506459948321,0.83875,0.3581395348837209,0.7429166666666667,0.7059431524547803,0.7154166666666667,0.7343669250645994,0.7220833333333333,0.7669250645994832,0.6825,0.7617571059431525,0.7683333333333333,0.7333333333333333,0.6420833333333333,0.7059431524547803,0.8504166666666667,0.4790697674418605,0.6245833333333334,0.7059431524547803,0.63125,0.3271317829457364,0.5629166666666666
021.bmp,0.42170542635658914,0.45375,0.7364341085271318,0.4320833333333333,0.6490956072351421,0.545,0.29819121447028424,0.5208333333333334,0.6558139534883721,0.66125,0.6175710594315246,0.82625,0.6134366925064599,0.885,0.5767441860465117,0.9191666666666667,0.6087855297157623,0.9116666666666666,0.3457364341085271,0.7554166666666666,0.6708010335917313,0.7633333333333333,0.6764857881136951,0.75125,0.7638242894056848,0.7316666666666667,0.7276485788113695,0.8108333333333333,0.7472868217054264,0.6808333333333333,0.6583979328165375,0.9254166666666667,0.4656330749354005,0.6283333333333333,0.689922480620155,0.6466666666666666,0.33229974160206716,0.5695833333333333
022.bmp,0.43669250645994834,0.4325,0.7581395348837209,0.41083333333333333,0.6857881136950904,0.5170833333333333,0.3152454780361757,0.5116666666666667,0.7493540051679587,0.6166666666666667,0.7462532299741602,0.7529166666666667,0.7410852713178294,0.7979166666666667,0.7178294573643411,0.82875,0.7359173126614987,0.8170833333333334,0.4222222222222222,0.7379166666666667,0.7555555555555555,0.69,0.7746770025839793,0.6975,0.8356589147286821,0.6816666666666666,0.8186046511627907,0.74125,0.8025839793281654,0.6183333333333333,0.7762273901808786,0.8304166666666667,0.5100775193798449,0.59375,0.751421188630491,0.6004166666666667,0.34728682170542635,0.5483333333333333
023.bmp,0.44651162790697674,0.43166666666666664,0.7782945736434108,0.4666666666666667,0.7049095607235142,0.54125,0.324031007751938,0.5091666666666667,0.7643410852713178,0.6925,0.8020671834625323,0.835,0.8025839793281654,0.9116666666666666,0.7638242894056848,0.9395833333333333,0.7896640826873385,0.9308333333333333,0.45271317829457364,0.7533333333333333,0.8186046511627907,0.7541666666666667,0.7534883720930232,0.7679166666666667,0.8439276485788114,0.7358333333333333,0.8837209302325582,0.8004166666666667,0.8165374677002584,0.6941666666666667,0.8470284237726098,0.9383333333333334,0.5167958656330749,0.62625,0.7581395348837209,0.6683333333333333,0.37416020671834627,0.5491666666666667
024.bmp,0.42170542635658914,0.44666666666666666,0.7354005167958656,0.4266666666666667,0.6739018087855297,0.5329166666666667,0.31317829457364343,0.5225,0.7152454780361757,0.6508333333333334,0.6837209302325581,0.7866666666666666,0.6883720930232559,0.8266666666666667,0.6568475452196383,0.8575,0.6770025839793282,0.8475,0.3912144702842377,0.7283333333333334,0.7266149870801034,0.7254166666666667,0.737984496124031,0.73375,0.8056847545219639,0.6870833333333334,0.7782945736434108,0.7775,0.7524547803617571,0.64875,0.724031007751938,0.8625,0.49767441860465117,0.6070833333333333,0.7338501291989664,0.6233333333333333,0.3457364341085271,0.5454166666666667
025.bmp,0.41188630490956074,0.41458333333333336,0.7074935400516796,0.43875,0.6361757105943152,0.5533333333333333,0.3090439276485788,0.49583333333333335,0.6511627906976745,0.6795833333333333,0.59328165374677,0.83,0.5767441860465117,0.8620833333333333,0.5405684754521963,0.885,0.5612403100775194,0.8770833333333333,0.33540051679586563,0.7354166666666667,0.654780361757106,0.77,0.6578811369509044,0.7666666666666667,0.7612403100775194,0.73875,0.7126614987080103,0.8383333333333334,0.7343669250645994,0.6916666666666667,0.6232558139534884,0.9125,0.4434108527131783,0.61375,0.6744186046511628,0.6633333333333333,0.33229974160206716,0.5454166666666667
026.bmp,0.4356589147286822,0.4454166666666667,0.7545219638242894,0.42125,0.6883720930232559,0.5354166666666667,0.317312661498708,0.525,0.7534883720930232,0.6529166666666667,0.7881136950904393,0.80125,0.7767441860465116,0.8683333333333333,0.7416020671834626,0.8925,0.7648578811369509,0.8858333333333334,0.4284237726098191,0.7395833333333334,0.7994832041343669,0.7329166666666667,0.7963824289405684,0.7320833333333333,0.8423772609819121,0.6995833333333333,0.8744186046511628,0.7779166666666667,0.8118863049095607,0.6454166666666666,0.8227390180878553,0.8908333333333334,0.524547803617571,0.625,0.7715762273901808,0.6208333333333333,0.36382428940568473,0.5479166666666667
027.bmp,0.4186046511627907,0.4479166666666667,0.7271317829457364,0.40875,0.6578811369509044,0.52375,0.32299741602067183,0.5304166666666666,0.7359173126614987,0.6070833333333333,0.7312661498708011,0.7529166666666667,0.7291989664082688,0.8145833333333333,0.7080103359173127,0.8354166666666667,0.7219638242894056,0.8270833333333333,0.3813953488372093,0.72875,0.7715762273901808,0.69875,0.7844961240310078,0.7033333333333334,0.8289405684754522,0.6891666666666667,0.813953488372093,0.7620833333333333,0.7979328165374677,0.6245833333333334,0.772093023255814,0.8441666666666666,0.5229974160206718,0.5908333333333333,0.751421188630491,0.59875,0.3483204134366925,0.5554166666666667
028.bmp,0.4418604651162791,0.44125,0.758656330749354,0.43041666666666667,0.6878552971576227,0.5070833333333333,0.32661498708010334,0.52375,0.7478036175710594,0.62375,0.7493540051679587,0.7604166666666666,0.7483204134366925,0.8125,0.7204134366925065,0.835,0.7390180878552972,0.8275,0.4082687338501292,0.7175,0.7762273901808786,0.70125,0.7850129198966408,0.7058333333333333,0.8423772609819121,0.67625,0.8372093023255814,0.7554166666666666,0.8175710594315245,0.6304166666666666,0.7844961240310078,0.84375,0.5286821705426357,0.5933333333333334,0.7674418604651163,0.6166666666666667,0.36640826873385013,0.5583333333333333
029.bmp,0.3953488372093023,0.4325,0.7214470284237726,0.4041666666666667,0.6392764857881137,0.51,0.3343669250645995,0.5041666666666667,0.7291989664082688,0.6366666666666667,0.7317829457364341,0.78,0.7152454780361757,0.8483333333333334,0.6785529715762274,0.87375,0.7023255813953488,0.8666666666666667,0.37209302325581395,0.7445833333333334,0.7638242894056848,0.7166666666666667,0.7762273901808786,0.7204166666666667,0.8201550387596899,0.6654166666666667,0.8284237726098191,0.76375,0.7813953488372093,0.62,0.7441860465116279,0.8641666666666666,0.5028423772609819,0.605,0.7266149870801034,0.5975,0.34108527131782945,0.5679166666666666
030.bmp,0.4248062015503876,0.44,0.6950904392764858,0.4195833333333333,0.6444444444444445,0.5279166666666667,0.3085271317829457,0.5258333333333334,0.6785529715762274,0.6670833333333334,0.6666666666666666,0.8158333333333333,0.6563307493540051,0.8941666666666667,0.627906976744186,0.9120833333333334,0.6465116279069767,0.90625,0.3767441860465116,0.75375,0.7286821705426356,0.7508333333333334,0.7364341085271318,0.75375,0.7881136950904393,0.7079166666666666,0.7839793281653746,0.7991666666666667,0.7534883720930232,0.65625,0.7183462532299741,0.8891666666666667,0.4888888888888889,0.6254166666666666,0.6795865633074936,0.6345833333333334,0.3483204134366925,0.5629166666666666
031.bmp,0.41498708010335916,0.44333333333333336,0.7136950904392765,0.4141666666666667,0.6439276485788114,0.5204166666666666,0.29147286821705426,0.51,0.7488372093023256,0.6233333333333333,0.7462532299741602,0.7466666666666667,0.7627906976744186,0.78875,0.737984496124031,0.8179166666666666,0.7565891472868217,0.8091666666666667,0.42170542635658914,0.7229166666666667,0.7612403100775194,0.68375,0.7803617571059431,0.6883333333333334,0.8330749354005168,0.66,0.8304909560723515,0.72375,0.8046511627906977,0.6166666666666667,0.807235142118863,0.8133333333333334,0.524547803617571,0.6129166666666667,0.7333333333333333,0.6029166666666667,0.33746770025839795,0.535
032.bmp,0.3891472868217054,0.42083333333333334,0.6754521963824289,0.3641666666666667,0.6222222222222222,0.47291666666666665,0.27906976744186046,0.5016666666666667,0.6992248062015504,0.59,0.6785529715762274,0.7195833333333334,0.6785529715762274,0.7954166666666667,0.6527131782945736,0.8191666666666667,0.6728682170542636,0.8129166666666666,0.3669250645994832,0.6883333333333334,0.7059431524547803,0.6458333333333334,0.7188630490956073,0.6495833333333333,0.8010335917312662,0.6291666666666667,0.7984496124031008,0.72875,0.7529715762273902,0.5708333333333333,0.7188630490956073,0.8225,0.4785529715762274,0.5529166666666666,0.6956072351421189,0.5391666666666667,0.3209302325581395,0.5291666666666667
033.bmp,0.4232558139534884,0.45166666666666666,0.7529715762273902,0.46041666666666664,0.6625322997416021,0.5570833333333334,0.2909560723514212,0.5133333333333333,0.7023255813953488,0.6770833333333334,0.7095607235142118,0.825,0.7276485788113695,0.87375,0.6940568475452197,0.9,0.716795865633075,0.8929166666666667,0.36795865633074937,0.7691666666666667,0.7291989664082688,0.7520833333333333,0.717312661498708,0.7566666666666667,0.8103359173126615,0.7425,0.8098191214470284,0.8154166666666667,0.7741602067183463,0.6958333333333333,0.7581395348837209,0.9133333333333333,0.48940568475452195,0.6375,0.7198966408268734,0.6675,0.3121447028423773,0.5425
034.bmp,0.42170542635658914,0.44458333333333333,0.7111111111111111,0.4008333333333333,0.6682170542635659,0.5058333333333334,0.3178294573643411,0.5366666666666666,0.751937984496124,0.6204166666666666,0.7612403100775194,0.7491666666666666,0.772093023255814,0.8058333333333333,0.7452196382428941,0.8358333333333333,0.7627906976744186,0.8254166666666667,0.42790697674418604,0.7429166666666667,0.7772609819121447,0.6866666666666666,0.7850129198966408,0.6870833333333334,0.8377260981912145,0.6529166666666667,0.8475452196382429,0.7075,0.8005167958656331,0.6025,0.7870801033591731,0.8408333333333333,0.5162790697674419,0.6045833333333334,0.7498708010335917,0.5904166666666667,0.35658914728682173,0.58125
035.bmp,0.3953488372093023,0.4195833333333333,0.6930232558139535,0.3958333333333333,0.6201550387596899,0.5083333333333333,0.3059431524547804,0.50625,0.6739018087855297,0.6095833333333334,0.6832041343669251,0.7575,0.6837209302325581,0.79375,0.6516795865633075,0.8204166666666667,0.6728682170542636,0.81375,0.3819121447028424,0.7058333333333333,0.7007751937984497,0.6825,0.6925064599483204,0.6854166666666667,0.758656330749354,0.64625,0.7545219638242894,0.7295833333333334,0.7291989664082688,0.6075,0.7250645994832041,0.8320833333333333,0.48372093023255813,0.57625,0.6945736434108527,0.59,0.3421188630490956,0.5270833333333333
036.bmp,0.38656330749354006,0.42583333333333334,0.6837209302325581,0.41791666666666666,0.6113695090439276,0.5291666666666667,0.2656330749354005,0.5004166666666666,0.6439276485788114,0.6316666666666667,0.6506459948320413,0.7891666666666667,0.6506459948320413,0.845,0.6222222222222222,0.8658333333333333,0.6403100775193798,0.8595833333333334,0.3235142118863049,0.7266666666666667,0.668733850129199,0.725,0.6723514211886304,0.7216666666666667,0.7312661498708011,0.68125,0.717312661498708,0.7620833333333333,0.7090439276485788,0.6383333333333333,0.6863049095607235,0.8733333333333333,0.4537467700258398,0.59125,0.6702842377260982,0.6216666666666667,0.29509043927648576,0.5166666666666667
037.bmp,0.41757105943152456,0.4270833333333333,0.7198966408268734,0.4375,0.6372093023255814,0.54125,0.30025839793281656,0.5,0.6811369509043927,0.6629166666666667,0.7214470284237726,0.8120833333333334,0.7183462532299741,0.8933333333333333,0.6940568475452197,0.9116666666666666,0.710077519379845,0.9054166666666666,0.38087855297157625,0.7541666666666667,0.7431524547803617,0.7458333333333333,0.7085271317829457,0.7570833333333333,0.7705426356589147,0.7254166666666667,0.7948320413436692,0.7791666666666667,0.724031007751938,0.675,0.7596899224806202,0.90375,0.4764857881136951,0.60375,0.6945736434108527,0.6433333333333333,0.3343669250645995,0.5245833333333333
038.bmp,0.42118863049095606,0.43416666666666665,0.7126614987080103,0.4475,0.6459948320413437,0.5445833333333333,0.29405684754521966,0.5045833333333334,0.6671834625322998,0.6558333333333334,0.6444444444444445,0.78375,0.6304909560723514,0.8366666666666667,0.5953488372093023,0.8616666666666667,0.6165374677002584,0.8529166666666667,0.358656330749354,0.7316666666666667,0.6790697674418604,0.72875,0.689922480620155,0.7383333333333333,0.7509043927648579,0.72125,0.7338501291989664,0.77375,0.751937984496124,0.6679166666666667,0.6511627906976745,0.8725,0.469250645994832,0.6129166666666667,0.6878552971576227,0.6508333333333334,0.3235142118863049,0.5491666666666667
039.bmp,0.4568475452196382,0.4525,0.7529715762273902,0.4125,0.6842377260981912,0.5195833333333333,0.3405684754521964,0.5270833333333333,0.7328165374677003,0.6245833333333334,0.7183462532299741,0.7533333333333333,0.7286821705426356,0.8120833333333334,0.6868217054263566,0.8383333333333334,0.7188630490956073,0.8320833333333333,0.40568475452196384,0.7525,0.7348837209302326,0.6983333333333334,0.7617571059431525,0.71125,0.8149870801033592,0.68375,0.8010335917312662,0.7433333333333333,0.7875968992248062,0.63125,0.7829457364341085,0.845,0.5400516795865633,0.6054166666666667,0.7095607235142118,0.6108333333333333,0.3669250645994832,0.5625
040.bmp,0.4108527131782946,0.41333333333333333,0.7064599483204135,0.385,0.6366925064599483,0.495,0.28578811369509044,0.49625,0.7018087855297158,0.6266666666666667,0.6656330749354005,0.7504166666666666,0.6397932816537467,0.81375,0.6093023255813953,0.8366666666666667,0.6294573643410852,0.8283333333333334,0.3235142118863049,0.695,0.710594315245478,0.70125,0.7193798449612403,0.70375,0.765891472868217,0.6683333333333333,0.7452196382428941,0.7533333333333333,0.7405684754521964,0.62,0.6666666666666666,0.845,0.49870801033591733,0.57,0.6795865633074936,0.57625,0.33178294573643413,0.52125
041.bmp,0.42170542635658914,0.42333333333333334,0.7390180878552972,0.39916666666666667,0.6677002583979328,0.5208333333333334,0.3178294573643411,0.5075,0.7452196382428941,0.6225,0.7627906976744186,0.7554166666666666,0.7803617571059431,0.8,0.751421188630491,0.8425,0.7757105943152455,0.82375,0.39018087855297157,0.7891666666666667,0.7612403100775194,0.6891666666666667,0.7772609819121447,0.7033333333333334,0.8475452196382429,0.6679166666666667,0.8403100775193798,0.7283333333333334,0.8124031007751938,0.6270833333333333,0.8175710594315245,0.8416666666666667,0.517312661498708,0.6,0.7462532299741602,0.60125,0.34160206718346253,0.56875
042.bmp,0.39276485788113696,0.45666666666666667,0.6961240310077519,0.36583333333333334,0.6366925064599483,0.4741666666666667,0.2961240310077519,0.5291666666666667,0.7338501291989664,0.6091666666666666,0.6811369509043927,0.72375,0.6857881136950904,0.7708333333333334,0.6609819121447028,0.80125,0.6780361757105943,0.78875,0.3757105943152455,0.6941666666666667,0.7074935400516796,0.6633333333333333,0.7302325581395349,0.67625,0.7979328165374677,0.6308333333333334,0.7808785529715763,0.7033333333333334,0.7824289405684755,0.5891666666666666,0.7374677002583979,0.7720833333333333,0.5126614987080104,0.585,0.7188630490956073,0.5645833333333333,0.3545219638242894,0.5608333333333333
043.bmp,0.407235142118863,0.4579166666666667,0.6837209302325581,0.41333333333333333,0.6465116279069767,0.50875,0.3059431524547804,0.52625,0.7074935400516796,0.6291666666666667,0.7002583979328165,0.7425,0.6997416020671835,0.7929166666666667,0.6739018087855297,0.8175,0.6909560723514212,0.8079166666666666,0.37002583979328163,0.7154166666666667,0.7178294573643411,0.6808333333333333,0.7534883720930232,0.7020833333333333,0.7953488372093023,0.65625,0.7710594315245478,0.7454166666666666,0.7534883720930232,0.6120833333333333,0.7276485788113695,0.82,0.5038759689922481,0.6120833333333333,0.7183462532299741,0.5975,0.34315245478036177,0.56375
